ExperimentName	Subject	Session	SessionTime	Cooccurrences	testWait.RESP	testWait.RT	Picture	sound	TestList.Sample
5_1	3	1	12:24:33	0	3	1254	11	15	43
5_1	3	1	12:24:33	6	5	1441	8	8	44
5_1	3	1	12:24:33	6	5	10192	16	16	45
5_1	3	1	12:24:33	2	0	1055	10	6	46
5_1	3	1	12:24:33	0	3	1314	18	8	47
5_1	3	1	12:24:33	3	1	1445	7	5	48
5_1	3	1	12:24:33	1	6	276	6	12	49
5_1	3	1	12:24:33	1	5	658	1	18	50
5_1	3	1	12:24:33	2	3	1829	15	17	51
5_1	3	1	12:24:33	0	4	1743	9	8	52
5_1	3	1	12:24:33	2	6	1181	18	4	53
5_1	3	1	12:24:33	0	2	273	14	4	54
5_1	3	1	12:24:33	0	0	1630	16	3	55
5_1	3	1	12:24:33	1	5	1408	9	15	56
5_1	3	1	12:24:33	2	4	1908	6	3	57
5_1	3	1	12:24:33	4	3	348	4	12	58
5_1	3	1	12:24:33	4	6	642	15	4	59
5_1	3	1	12:24:33	0	1	6	5	2	60
5_1	3	1	12:24:33	0	4	542	15	5	61
5_1	3	1	12:24:33	1	1	700	7	1	62
5_1	3	1	12:24:33	0	1	368	17	13	63
5_1	3	1	12:24:33	2	0	112	16	13	64
5_1	3	1	12:24:33	6	6	144	10	10	65
5_1	3	1	12:24:33	0	4	1391	3	12	66
5_1	3	1	12:24:33	1	3	238	4	1	67
5_1	3	1	12:24:33	6	2	95	3	3	68
5_1	3	1	12:24:33	3	6	650	8	10	69
5_1	3	1	12:24:33	0	6	31	13	7	70
5_1	3	1	12:24:33	2	5	849	12	11	71
5_1	3	1	12:24:33	6	4	1247	12	12	72
5_1	31	1	15:19:32	1	1	120898	3	14	1
5_1	31	1	15:19:32	0	1	19247	17	13	2
5_1	31	1	15:19:32	6	1	2902	12	12	3
5_1	31	1	15:19:32	6	1	4486	8	8	4
5_1	31	1	15:19:32	0	1	6666	7	17	5
5_1	31	1	15:19:32	1	1	4418	4	11	6
5_1	31	1	15:19:32	1	1	7511	10	9	7
5_1	31	1	15:19:32	6	1	6245	3	3	8
5_1	31	1	15:19:32	6	2	479	7	7	9
5_1	31	1	15:19:32	0	2	2093	16	3	10
5_1	31	1	15:19:32	0	3	233	1	3	11
5_1	31	1	15:19:32	0	3	2066	13	7	12
5_1	31	1	15:19:32	6	2	3488	16	16	13
5_1	31	1	15:19:32	1	2	2693	8	6	14
5_1	31	1	15:19:32	6	1	13943	9	9	15
5_1	31	1	15:19:32	4	1	2689	16	1	16
5_1	31	1	15:19:32	2	2	67	11	8	17
5_1	31	1	15:19:32	6	2	3062	17	17	18
5_1	31	1	15:19:32	6	1	27716	10	10	19
5_1	31	1	15:19:32	1	1	4261	1	18	20
5_1	31	1	15:19:32	2	1	14033	18	14	21
5_1	31	1	15:19:32	6	1	1394	2	2	22
5_1	31	1	15:19:32	2	1	11377	15	17	23
5_1	31	1	15:19:32	6	4	1025	13	13	24
5_1	31	1	15:19:32	6	1	595	6	6	25
5_1	31	1	15:19:32	3	3	625	8	10	26
5_1	31	1	15:19:32	4	2	819	14	5	27
5_1	31	1	15:19:32	2	2	919	12	11	28
5_1	31	1	15:19:32	6	2	1144	4	4	29
5_1	31	1	15:19:32	4	3	192	4	12	30
5_1	31	1	15:19:32	1	3	783	6	12	31
5_1	31	1	15:19:32	0	1	921	11	15	32
5_1	31	1	15:19:32	2	4	1910	6	3	33
5_1	31	1	15:19:32	3	4	1654	12	15	34
5_1	31	1	15:19:32	2	4	1296	17	9	35
5_1	31	1	15:19:32	6	2	468	18	18	36
5_1	31	1	15:19:32	3	5	306	6	9	37
5_1	31	1	15:19:32	1	5	438	4	1	38
5_1	31	1	15:19:32	0	1	311	5	2	39
5_1	31	1	15:19:32	3	3	399	14	16	40
5_1	31	1	15:19:32	6	2	120	11	11	41
5_1	31	1	15:19:32	0	2	335	15	5	42
5_1	31	1	15:19:32	1	1	243	9	15	43
5_1	31	1	15:19:32	4	3	291	15	4	44
5_1	31	1	15:19:32	4	3	400	10	11	45
5_1	31	1	15:19:32	0	5	568	3	12	46
5_1	31	1	15:19:32	3	2	1301	1	13	47
5_1	31	1	15:19:32	0	5	553	12	2	48
5_1	31	1	15:19:32	1	3	289	7	1	49
5_1	31	1	15:19:32	1	2	247	9	10	50
5_1	31	1	15:19:32	6	5	197	14	14	51
5_1	31	1	15:19:32	2	6	7	3	10	52
5_1	31	1	15:19:32	0	5	245	9	8	53
5_1	31	1	15:19:32	2	1	276	16	13	54
5_1	31	1	15:19:32	2	3	261	18	4	55
5_1	31	1	15:19:32	0	5	225	13	7	56
5_1	31	1	15:19:32	6	4	517	15	15	57
5_1	31	1	15:19:32	0	3	372	18	8	58
5_1	31	1	15:19:32	6	5	127	1	1	59
5_1	31	1	15:19:32	3	3	375	2	18	60
5_1	31	1	15:19:32	4	3	420	11	7	61
5_1	31	1	15:19:32	3	5	251	7	5	62
5_1	31	1	15:19:32	3	3	339	17	6	63
5_1	31	1	15:19:32	1	3	39	8	16	64
5_1	31	1	15:19:32	1	3	217	5	17	65
5_1	31	1	15:19:32	2	6	358	13	2	66
5_1	31	1	15:19:32	2	4	323	5	18	67
5_1	31	1	15:19:32	1	3	21	2	14	68
5_1	31	1	15:19:32	2	4	230	10	6	69
5_1	31	1	15:19:32	6	4	127	5	5	70
5_1	31	1	15:19:32	1	5	518	2	16	71
5_1	31	1	15:19:32	0	6	134	14	4	72
5_1	38	1	09:35:30	1	3	5571	4	1	1
5_1	38	1	09:35:30	0	3	2094	7	17	2
5_1	38	1	09:35:30	6	1	3511	15	15	3
5_1	38	1	09:35:30	0	2	2521	17	13	4
5_1	38	1	09:35:30	2	0	3494	15	17	5
5_1	38	1	09:35:30	0	1	852	12	2	6
5_1	38	1	09:35:30	0	1	850	1	3	7
5_1	38	1	09:35:30	6	1	2007	2	2	8
5_1	38	1	09:35:30	3	2	514	6	9	9
5_1	38	1	09:35:30	6	3	578	16	16	10
5_1	38	1	09:35:30	2	1	1078	12	11	11
5_1	38	1	09:35:30	1	0	804	6	12	12
5_1	38	1	09:35:30	0	0	802	13	7	13
5_1	38	1	09:35:30	0	0	1263	9	8	14
5_1	38	1	09:35:30	6	0	1377	18	18	15
5_1	38	1	09:35:30	2	2	802	18	4	16
5_1	38	1	09:35:30	2	0	529	10	6	17
5_1	38	1	09:35:30	4	0	966	11	7	18
5_1	38	1	09:35:30	6	2	3699	3	3	19
5_1	38	1	09:35:30	0	0	1312	18	8	20
5_1	38	1	09:35:30	6	2	874	1	1	21
5_1	38	1	09:35:30	6	0	753	12	12	22
5_1	38	1	09:35:30	2	0	1041	18	14	23
5_1	38	1	09:35:30	4	0	360	15	4	24
5_1	38	1	09:35:30	6	0	2841	4	4	25
5_1	38	1	09:35:30	0	0	339	3	12	26
5_1	38	1	09:35:30	1	2	1687	8	6	27
5_1	38	1	09:35:30	6	0	626	8	8	28
5_1	38	1	09:35:30	1	0	1012	7	1	29
5_1	38	1	09:35:30	3	2	686	1	13	30
5_1	38	1	09:35:30	1	0	7958	2	16	31
5_1	38	1	09:35:30	4	0	816	14	5	32
5_1	38	1	09:35:30	0	2	2769	16	3	33
5_1	38	1	09:35:30	3	0	1748	14	16	34
5_1	38	1	09:35:30	6	0	1	14	14	35
5_1	38	1	09:35:30	3	2	834	2	18	36
5_1	38	1	09:35:30	6	0	2291	5	5	37
5_1	38	1	09:35:30	2	1	2185	16	13	38
5_1	38	1	09:35:30	2	0	572	5	18	39
5_1	38	1	09:35:30	3	0	927	17	6	40
5_1	38	1	09:35:30	1	0	1412	5	17	41
5_1	38	1	09:35:30	6	0	713	13	13	42
5_1	38	1	09:35:30	1	3	2374	10	9	43
5_1	38	1	09:35:30	1	1	376	3	14	44
5_1	38	1	09:35:30	2	3	1605	11	8	45
5_1	38	1	09:35:30	0	2	977	15	5	46
5_1	38	1	09:35:30	3	0	164	12	15	47
5_1	38	1	09:35:30	2	0	466	3	10	48
5_1	38	1	09:35:30	4	0	1028	10	11	49
5_1	38	1	09:35:30	1	0	390	9	10	50
5_1	38	1	09:35:30	6	0	634	11	11	51
5_1	38	1	09:35:30	3	1	295	8	10	52
5_1	38	1	09:35:30	0	0	340	14	4	53
5_1	38	1	09:35:30	1	0	104	8	16	54
5_1	38	1	09:35:30	6	2	194	6	6	55
5_1	38	1	09:35:30	6	4	1028	10	10	56
5_1	38	1	09:35:30	0	0	596	5	2	57
5_1	38	1	09:35:30	1	0	390	2	14	58
5_1	38	1	09:35:30	6	0	263	9	9	59
5_1	38	1	09:35:30	6	3	1298	7	7	60
5_1	38	1	09:35:30	3	0	435	7	5	61
5_1	38	1	09:35:30	1	1	1893	1	18	62
5_1	38	1	09:35:30	2	0	231	6	3	63
5_1	38	1	09:35:30	1	0	161	9	15	64
5_1	38	1	09:35:30	4	0	725	4	12	65
5_1	38	1	09:35:30	0	1	1571	13	7	66
5_1	38	1	09:35:30	2	2	488	17	9	67
5_1	38	1	09:35:30	4	3	759	16	1	68
5_1	38	1	09:35:30	6	1	500	17	17	69
5_1	38	1	09:35:30	0	0	441	11	15	70
5_1	38	1	09:35:30	1	0	326	4	11	71
5_1	38	1	09:35:30	2	0	229	13	2	72
5_1	9	1	14:09:07	2	0	9219	3	10	1
5_1	9	1	14:09:07	0	0	4738	9	8	2
5_1	9	1	14:09:07	1	2	5506	6	12	3
5_1	9	1	14:09:07	6	1	1482	9	9	4
5_1	9	1	14:09:07	0	0	1211	18	8	5
5_1	9	1	14:09:07	3	0	1596	2	18	6
5_1	9	1	14:09:07	2	0	1442	5	18	7
5_1	9	1	14:09:07	0	0	435	14	4	8
5_1	9	1	14:09:07	2	0	635	11	8	9
5_1	9	1	14:09:07	6	4	2118	3	3	10
5_1	9	1	14:09:07	2	1	1242	15	17	11
5_1	9	1	14:09:07	0	0	275	11	15	12
5_1	9	1	14:09:07	6	0	1743	18	18	13
5_1	9	1	14:09:07	2	1	797	13	2	14
5_1	9	1	14:09:07	2	1	629	12	11	15
5_1	9	1	14:09:07	1	0	33	10	9	16
5_1	9	1	14:09:07	0	0	66	7	17	17
5_1	9	1	14:09:07	1	0	515	4	1	18
5_1	9	1	14:09:07	1	0	7076	4	11	19
5_1	9	1	14:09:07	0	0	3842	1	3	20
5_1	9	1	14:09:07	6	1	594	6	6	21
5_1	9	1	14:09:07	6	2	2880	17	17	22
5_1	9	1	14:09:07	6	0	1299	4	4	23
5_1	9	1	14:09:07	6	4	1442	12	12	24
5_1	9	1	14:09:07	1	2	545	1	18	25
5_1	9	1	14:09:07	6	6	287	8	8	26
5_1	9	1	14:09:07	3	6	96	7	5	27
5_1	9	1	14:09:07	6	6	3086	15	15	28
5_1	9	1	14:09:07	4	6	29	11	7	29
5_1	9	1	14:09:07	0	0	1554	13	7	30
5_1	9	1	14:09:07	6	6	2587	14	14	31
5_1	9	1	14:09:07	6	6	134	7	7	32
5_1	9	1	14:09:07	0	6	63	12	2	33
5_1	9	1	14:09:07	1	6	1728	2	16	34
5_1	9	1	14:09:07	1	0	1446	8	6	35
5_1	9	1	14:09:07	4	0	1300	16	1	36
5_1	9	1	14:09:07	2	6	449	6	3	37
5_1	9	1	14:09:07	2	0	2478	10	6	38
5_1	9	1	14:09:07	1	0	1442	9	15	39
5_1	9	1	14:09:07	6	0	19	2	2	40
5_1	9	1	14:09:07	4	4	1554	14	5	41
5_1	9	1	14:09:07	3	4	843	1	13	42
5_1	9	1	14:09:07	0	0	1525	15	5	43
5_1	9	1	14:09:07	3	2	337	17	6	44
5_1	9	1	14:09:07	2	0	499	17	9	45
5_1	9	1	14:09:07	3	5	575	6	9	46
5_1	9	1	14:09:07	1	1	1206	3	14	47
5_1	9	1	14:09:07	6	1	433	5	5	48
5_1	9	1	14:09:07	0	2	166	13	7	49
5_1	9	1	14:09:07	2	6	6	16	13	50
5_1	9	1	14:09:07	1	4	1079	8	16	51
5_1	9	1	14:09:07	1	6	164	5	17	52
5_1	9	1	14:09:07	3	4	918	8	10	53
5_1	9	1	14:09:07	0	2	184	3	12	54
5_1	9	1	14:09:07	0	2	261	16	3	55
5_1	9	1	14:09:07	6	6	574	13	13	56
5_1	9	1	14:09:07	4	3	276	4	12	57
5_1	9	1	14:09:07	4	0	223	15	4	58
5_1	9	1	14:09:07	3	1	584	12	15	59
5_1	9	1	14:09:07	1	2	371	7	1	60
5_1	9	1	14:09:07	6	6	96	10	10	61
5_1	9	1	14:09:07	2	2	351	18	4	62
5_1	9	1	14:09:07	6	5	53	11	11	63
5_1	9	1	14:09:07	4	0	175	10	11	64
5_1	9	1	14:09:07	1	0	1544	2	14	65
5_1	9	1	14:09:07	6	2	558	1	1	66
5_1	9	1	14:09:07	3	2	240	14	16	67
5_1	9	1	14:09:07	2	1	223	18	14	68
5_1	9	1	14:09:07	1	4	779	9	10	69
5_1	9	1	14:09:07	6	5	1214	16	16	70
5_1	9	1	14:09:07	0	2	237	17	13	71
5_1	9	1	14:09:07	0	0	61	5	2	72
5_2	13	2	15:45:51	6	1	3935	5	5	1
5_2	13	2	15:45:51	2	1	2496	18	4	2
5_2	13	2	15:45:51	0	1	2104	18	8	3
5_2	13	2	15:45:51	6	1	119	9	9	4
5_2	13	2	15:45:51	6	1	1130	10	10	5
5_2	13	2	15:45:51	3	1	2700	1	13	6
5_2	13	2	15:45:51	1	2	18	5	17	7
5_2	13	2	15:45:51	4	1	225	16	1	8
5_2	13	2	15:45:51	3	1	46	17	6	9
5_2	13	2	15:45:51	0	1	197	1	3	10
5_2	13	2	15:45:51	2	2	1429	10	6	11
5_2	13	2	15:45:51	6	3	47	6	6	12
5_2	13	2	15:45:51	6	2	76	3	3	13
5_2	13	2	15:45:51	0	3	1072	16	3	14
5_2	13	2	15:45:51	1	2	1854	7	1	15
5_2	13	2	15:45:51	4	2	1233	14	5	16
5_2	13	2	15:45:51	1	3	165	4	1	17
5_2	13	2	15:45:51	1	1	300	6	12	18
5_2	13	2	15:45:51	2	2	721	15	17	19
5_2	13	2	15:45:51	3	2	318	2	18	20
5_2	13	2	15:45:51	6	2	39	8	8	21
5_2	13	2	15:45:51	1	2	381	2	14	22
5_2	13	2	15:45:51	4	2	1279	15	4	23
5_2	13	2	15:45:51	2	2	277	13	2	24
5_2	13	2	15:45:51	0	2	849	13	7	25
5_2	13	2	15:45:51	1	3	47	9	10	26
5_2	13	2	15:45:51	2	3	54	11	8	27
5_2	13	2	15:45:51	0	4	45	9	8	28
5_2	13	2	15:45:51	3	2	295	12	15	29
5_2	13	2	15:45:51	1	3	827	9	15	30
5_2	13	2	15:45:51	3	4	863	8	10	31
5_2	13	2	15:45:51	0	3	63	5	2	32
5_2	13	2	15:45:51	2	3	608	6	3	33
5_2	13	2	15:45:51	0	4	785	12	2	34
5_2	13	2	15:45:51	0	3	149	3	12	35
5_2	13	2	15:45:51	6	3	131	11	11	36
5_2	13	2	15:45:51	2	3	78	17	9	37
5_2	13	2	15:45:51	6	4	321	17	17	38
5_2	13	2	15:45:51	2	3	2639	16	13	39
5_2	13	2	15:45:51	6	4	239	12	12	40
5_2	13	2	15:45:51	6	4	543	14	14	41
5_2	13	2	15:45:51	1	5	94	10	9	42
5_2	13	2	15:45:51	0	4	1161	11	15	43
5_2	13	2	15:45:51	3	4	179	14	16	44
5_2	13	2	15:45:51	1	5	1055	8	16	45
5_2	13	2	15:45:51	2	5	226	18	14	46
5_2	13	2	15:45:51	6	5	158	18	18	47
5_2	13	2	15:45:51	1	6	33	3	14	48
5_2	13	2	15:45:51	1	4	100	4	11	49
5_2	13	2	15:45:51	3	4	66	6	9	50
5_2	13	2	15:45:51	2	5	98	3	10	51
5_2	13	2	15:45:51	3	3	589	7	5	52
5_2	13	2	15:45:51	6	4	125	2	2	53
5_2	13	2	15:45:51	6	5	612	1	1	54
5_2	13	2	15:45:51	1	5	266	1	18	55
5_2	13	2	15:45:51	2	4	179	12	11	56
5_2	13	2	15:45:51	6	5	158	16	16	57
5_2	13	2	15:45:51	6	5	415	13	13	58
5_2	13	2	15:45:51	6	5	5	15	15	59
5_2	13	2	15:45:51	0	4	682	15	5	60
5_2	13	2	15:45:51	2	6	534	5	18	61
5_2	13	2	15:45:51	0	4	193	14	4	62
5_2	13	2	15:45:51	4	4	287	11	7	63
5_2	13	2	15:45:51	0	4	464	17	13	64
5_2	13	2	15:45:51	4	4	161	4	12	65
5_2	13	2	15:45:51	1	4	1010	8	6	66
5_2	13	2	15:45:51	0	5	21	13	7	67
5_2	13	2	15:45:51	4	5	101	10	11	68
5_2	13	2	15:45:51	0	5	722	7	17	69
5_2	13	2	15:45:51	6	5	31	4	4	70
5_2	13	2	15:45:51	1	6	339	2	16	71
5_2	13	2	15:45:51	6	5	116	7	7	72
5_2	17	2	16:33:48	6	2	1369	11	11	1
5_2	17	2	16:33:48	0	3	362	18	8	2
5_2	17	2	16:33:48	6	3	164	9	9	3
5_2	17	2	16:33:48	4	2	171	11	7	4
5_2	17	2	16:33:48	0	3	147	11	15	5
5_2	17	2	16:33:48	1	3	15	4	11	6
5_2	17	2	16:33:48	6	3	334	18	18	7
5_2	17	2	16:33:48	2	3	162	16	13	8
5_2	17	2	16:33:48	1	2	162	1	18	9
5_2	17	2	16:33:48	4	3	148	16	1	10
5_2	17	2	16:33:48	2	3	561	6	3	11
5_2	17	2	16:33:48	3	4	293	17	6	12
5_2	17	2	16:33:48	2	3	86	18	4	13
5_2	17	2	16:33:48	6	3	94	2	2	14
5_2	17	2	16:33:48	0	2	555	7	17	15
5_2	17	2	16:33:48	2	2	509	13	2	16
5_2	17	2	16:33:48	4	3	4671	4	12	17
5_2	17	2	16:33:48	1	2	1036	8	6	18
5_2	17	2	16:33:48	0	3	42	12	2	19
5_2	17	2	16:33:48	4	2	1972	10	11	20
5_2	17	2	16:33:48	3	3	273	8	10	21
5_2	17	2	16:33:48	6	3	254	13	13	22
5_2	17	2	16:33:48	6	3	323	1	1	23
5_2	17	2	16:33:48	6	3	320	7	7	24
5_2	17	2	16:33:48	0	3	253	13	7	25
5_2	17	2	16:33:48	0	2	434	14	4	26
5_2	17	2	16:33:48	1	3	292	2	16	27
5_2	17	2	16:33:48	6	3	213	12	12	28
5_2	17	2	16:33:48	0	2	158	13	7	29
5_2	17	2	16:33:48	1	3	303	7	1	30
5_2	17	2	16:33:48	3	3	244	12	15	31
5_2	17	2	16:33:48	6	2	289	8	8	32
5_2	17	2	16:33:48	2	3	242	12	11	33
5_2	17	2	16:33:48	2	3	273	3	10	34
5_2	17	2	16:33:48	1	2	395	10	9	35
5_2	17	2	16:33:48	1	2	582	5	17	36
5_2	17	2	16:33:48	0	3	3535	3	12	37
5_2	17	2	16:33:48	2	2	32	5	18	38
5_2	17	2	16:33:48	6	3	83	16	16	39
5_2	17	2	16:33:48	3	3	237	7	5	40
5_2	17	2	16:33:48	2	2	188	15	17	41
5_2	17	2	16:33:48	6	3	124	10	10	42
5_2	17	2	16:33:48	1	3	257	2	14	43
5_2	17	2	16:33:48	4	3	357	14	5	44
5_2	17	2	16:33:48	0	2	191	16	3	45
5_2	17	2	16:33:48	3	3	79	6	9	46
5_2	17	2	16:33:48	1	3	226	8	16	47
5_2	17	2	16:33:48	6	2	318	17	17	48
5_2	17	2	16:33:48	3	3	301	14	16	49
5_2	17	2	16:33:48	1	3	3169	6	12	50
5_2	17	2	16:33:48	2	3	176	18	14	51
5_2	17	2	16:33:48	0	2	203	5	2	52
5_2	17	2	16:33:48	1	3	381	4	1	53
5_2	17	2	16:33:48	6	3	6	6	6	54
5_2	17	2	16:33:48	6	3	348	15	15	55
5_2	17	2	16:33:48	1	3	66	9	15	56
5_2	17	2	16:33:48	2	3	306	10	6	57
5_2	17	2	16:33:48	0	2	250	1	3	58
5_2	17	2	16:33:48	0	3	335	17	13	59
5_2	17	2	16:33:48	3	3	720	2	18	60
5_2	17	2	16:33:48	6	3	543	3	3	61
5_2	17	2	16:33:48	4	2	251	15	4	62
5_2	17	2	16:33:48	6	3	273	14	14	63
5_2	17	2	16:33:48	2	3	313	11	8	64
5_2	17	2	16:33:48	6	2	465	4	4	65
5_2	17	2	16:33:48	1	3	257	3	14	66
5_2	17	2	16:33:48	0	3	50	9	8	67
5_2	17	2	16:33:48	0	2	124	15	5	68
5_2	17	2	16:33:48	2	3	292	17	9	69
5_2	17	2	16:33:48	3	3	373	1	13	70
5_2	17	2	16:33:48	6	3	338	5	5	71
5_2	17	2	16:33:48	1	2	37	9	10	72
5_2	23	2	13:15:23	6	3	1250	7	7	1
5_2	23	2	13:15:23	2	4	615	18	14	2
5_2	23	2	13:15:23	6	5	547	9	9	3
5_2	23	2	13:15:23	1	3	497	3	14	4
5_2	23	2	13:15:23	6	4	2154	6	6	5
5_2	23	2	13:15:23	0	1	1608	12	2	6
5_2	23	2	13:15:23	1	2	377	10	9	7
5_2	23	2	13:15:23	0	3	1173	7	17	8
5_2	23	2	13:15:23	0	4	880	5	2	9
5_2	23	2	13:15:23	4	5	999	4	12	10
5_2	23	2	13:15:23	0	5	343	15	5	11
5_2	23	2	13:15:23	6	6	12	8	8	12
5_2	23	2	13:15:23	4	5	591	14	5	13
5_2	23	2	13:15:23	6	4	336	5	5	14
5_2	23	2	13:15:23	3	2	1158	14	16	15
5_2	23	2	13:15:23	0	3	676	13	7	16
5_2	23	2	13:15:23	0	3	340	13	7	17
5_2	23	2	13:15:23	3	2	1897	1	13	18
5_2	23	2	13:15:23	0	2	82	17	13	19
5_2	23	2	13:15:23	4	4	1153	15	4	20
5_2	23	2	13:15:23	2	3	841	11	8	21
5_2	23	2	13:15:23	1	2	431	4	11	22
5_2	23	2	13:15:23	6	6	240	12	12	23
5_2	23	2	13:15:23	6	6	25	17	17	24
5_2	23	2	13:15:23	2	4	164	5	18	25
5_2	23	2	13:15:23	0	3	1097	1	3	26
5_2	23	2	13:15:23	1	2	1417	2	16	27
5_2	23	2	13:15:23	3	1	850	8	10	28
5_2	23	2	13:15:23	4	0	1098	11	7	29
5_2	23	2	13:15:23	6	1	452	13	13	30
5_2	23	2	13:15:23	0	0	1297	3	12	31
5_2	23	2	13:15:23	0	3	769	14	4	32
5_2	23	2	13:15:23	0	2	463	11	15	33
5_2	23	2	13:15:23	1	1	703	2	14	34
5_2	23	2	13:15:23	1	4	1321	4	1	35
5_2	23	2	13:15:23	1	4	2150	5	17	36
5_2	23	2	13:15:23	6	6	292	16	16	37
5_2	23	2	13:15:23	1	4	771	8	16	38
5_2	23	2	13:15:23	2	4	726	3	10	39
5_2	23	2	13:15:23	1	2	652	6	12	40
5_2	23	2	13:15:23	0	3	1384	9	8	41
5_2	23	2	13:15:23	2	4	1222	15	17	42
5_2	23	2	13:15:23	1	3	321	1	18	43
5_2	23	2	13:15:23	6	6	46	4	4	44
5_2	23	2	13:15:23	1	4	485	9	10	45
5_2	23	2	13:15:23	6	6	228	11	11	46
5_2	23	2	13:15:23	3	2	374	2	18	47
5_2	23	2	13:15:23	2	4	330	10	6	48
5_2	23	2	13:15:23	0	4	1382	16	3	49
5_2	23	2	13:15:23	6	5	321	15	15	50
5_2	23	2	13:15:23	2	3	158	17	9	51
5_2	23	2	13:15:23	6	4	135	14	14	52
5_2	23	2	13:15:23	1	3	485	8	6	53
5_2	23	2	13:15:23	3	2	1169	6	9	54
5_2	23	2	13:15:23	3	6	1783	7	5	55
5_2	23	2	13:15:23	0	4	271	18	8	56
5_2	23	2	13:15:23	2	0	682	16	13	57
5_2	23	2	13:15:23	6	5	559	18	18	58
5_2	23	2	13:15:23	1	2	1032	7	1	59
5_2	23	2	13:15:23	6	6	270	1	1	60
5_2	23	2	13:15:23	6	6	303	3	3	61
5_2	23	2	13:15:23	4	4	1889	10	11	62
5_2	23	2	13:15:23	2	5	1788	6	3	63
5_2	23	2	13:15:23	1	3	275	9	15	64
5_2	23	2	13:15:23	2	2	889	12	11	65
5_2	23	2	13:15:23	2	3	1094	18	4	66
5_2	23	2	13:15:23	6	1	353	10	10	67
5_2	23	2	13:15:23	3	2	498	17	6	68
5_2	23	2	13:15:23	4	4	806	16	1	69
5_2	23	2	13:15:23	2	5	834	13	2	70
5_2	23	2	13:15:23	3	3	905	12	15	71
5_2	23	2	13:15:23	6	6	418	2	2	72
5_2	26	2	14:43:59	6	0	2171	12	12	1
5_2	26	2	14:43:59	6	2	229	3	3	2
5_2	26	2	14:43:59	4	1	894	4	12	3
5_2	26	2	14:43:59	6	1	1217	18	18	4
5_2	26	2	14:43:59	6	1	1252	14	14	5
5_2	26	2	14:43:59	4	1	971	10	11	6
5_2	26	2	14:43:59	2	1	118	13	2	7
5_2	26	2	14:43:59	6	2	231	11	11	8
5_2	26	2	14:43:59	6	1	2192	10	10	9
5_2	26	2	14:43:59	4	0	408	15	4	10
5_2	26	2	14:43:59	6	1	174	8	8	11
5_2	26	2	14:43:59	2	0	835	16	13	12
5_2	26	2	14:43:59	0	1	1011	15	5	13
5_2	26	2	14:43:59	2	0	1486	3	10	14
5_2	26	2	14:43:59	1	0	1720	8	16	15
5_2	26	2	14:43:59	0	1	214	7	17	16
5_2	26	2	14:43:59	6	1	1107	2	2	17
5_2	26	2	14:43:59	2	1	868	17	9	18
5_2	26	2	14:43:59	6	1	2421	1	1	19
5_2	26	2	14:43:59	0	1	399	9	8	20
5_2	26	2	14:43:59	1	1	168	1	18	21
5_2	26	2	14:43:59	0	0	343	11	15	22
5_2	26	2	14:43:59	6	0	866	17	17	23
5_2	26	2	14:43:59	3	1	610	14	16	24
5_2	26	2	14:43:59	4	0	761	14	5	25
5_2	26	2	14:43:59	3	1	782	6	9	26
5_2	26	2	14:43:59	0	1	1535	12	2	27
5_2	26	2	14:43:59	2	1	594	18	4	28
5_2	26	2	14:43:59	1	0	274	10	9	29
5_2	26	2	14:43:59	2	0	548	18	14	30
5_2	26	2	14:43:59	6	1	140	7	7	31
5_2	26	2	14:43:59	4	1	504	16	1	32
5_2	26	2	14:43:59	6	0	96	6	6	33
5_2	26	2	14:43:59	6	0	183	15	15	34
5_2	26	2	14:43:59	0	0	1874	16	3	35
5_2	26	2	14:43:59	0	0	1776	1	3	36
5_2	26	2	14:43:59	2	1	576	12	11	37
5_2	26	2	14:43:59	6	0	324	16	16	38
5_2	26	2	14:43:59	0	0	339	14	4	39
5_2	26	2	14:43:59	3	1	446	8	10	40
5_2	26	2	14:43:59	0	0	355	13	7	41
5_2	26	2	14:43:59	1	0	980	5	17	42
5_2	26	2	14:43:59	3	0	525	7	5	43
5_2	26	2	14:43:59	1	0	436	2	14	44
5_2	26	2	14:43:59	1	0	787	8	6	45
5_2	26	2	14:43:59	6	0	1030	5	5	46
5_2	26	2	14:43:59	0	0	696	3	12	47
5_2	26	2	14:43:59	6	0	612	13	13	48
5_2	26	2	14:43:59	3	0	463	12	15	49
5_2	26	2	14:43:59	1	0	192	2	16	50
5_2	26	2	14:43:59	1	0	679	3	14	51
5_2	26	2	14:43:59	2	1	548	5	18	52
5_2	26	2	14:43:59	2	1	308	11	8	53
5_2	26	2	14:43:59	3	0	103	1	13	54
5_2	26	2	14:43:59	1	2	1155	4	1	55
5_2	26	2	14:43:59	0	0	32	17	13	56
5_2	26	2	14:43:59	1	0	546	9	10	57
5_2	26	2	14:43:59	1	0	469	9	15	58
5_2	26	2	14:43:59	3	0	134	17	6	59
5_2	26	2	14:43:59	0	0	51	5	2	60
5_2	26	2	14:43:59	6	0	16	9	9	61
5_2	26	2	14:43:59	3	0	262	2	18	62
5_2	26	2	14:43:59	1	1	592	7	1	63
5_2	26	2	14:43:59	4	0	831	11	7	64
5_2	26	2	14:43:59	0	0	202	18	8	65
5_2	26	2	14:43:59	2	0	305	10	6	66
5_2	26	2	14:43:59	2	0	419	15	17	67
5_2	26	2	14:43:59	0	0	343	13	7	68
