ExperimentName	Subject	Session	Correct	CorrectAns	Response	TestID	TestSlide.RT	SessionTime
4_	16	4	1	10	10	10	6582	16:06:56
4_	16	4	0	11	18	11	12028	16:06:56
4_	16	4	1	12	12	12	1796	16:06:56
4_	16	4	0	13	9	13	32529	16:06:56
4_	16	4	1	14	14	14	10758	16:06:56
4_	16	4	1	15	15	15	8513	16:06:56
4_	16	4	0	16	1	16	8257	16:06:56
4_	16	4	1	17	17	17	2396	16:06:56
4_	16	4	0	18	16	18	5739	16:06:56
4_	19	4	0	1	9	1	1113	17:09:05
4_	19	4	0	2	16	2	909	17:09:05
4_	19	4	0	3	12	3	1637	17:09:05
4_	19	4	0	4	2	4	708	17:09:05
4_	19	4	0	5	14	5	852	17:09:05
4_	19	4	0	6	16	6	1496	17:09:05
4_	19	4	0	7	17	7	820	17:09:05
4_	19	4	0	8	5	8	1277	17:09:05
4_	19	4	0	9	3	9	942	17:09:05
4_	19	4	0	10	2	10	1057	17:09:05
4_	19	4	0	11	8	11	1197	17:09:05
4_	19	4	0	12	7	12	816	17:09:05
4_	19	4	0	13	8	13	1562	17:09:05
4_	19	4	0	14	5	14	931	17:09:05
4_	19	4	0	15	11	15	742	17:09:05
4_	19	4	0	16	10	16	589	17:09:05
4_	19	4	0	17	16	17	1193	17:09:05
4_	19	4	1	18	18	18	632	17:09:05
4_	23	4	0	1	10	1	1777	14:57:01
4_	23	4	0	2	12	2	1578	14:57:01
4_	23	4	0	3	6	3	1489	14:57:01
4_	23	4	0	4	16	4	1239	14:57:01
4_	23	4	0	5	9	5	1196	14:57:01
4_	23	4	0	6	1	6	2233	14:57:01
4_	23	4	0	7	2	7	1182	14:57:01
4_	23	4	0	8	4	8	1203	14:57:01
4_	23	4	0	9	10	9	2408	14:57:01
4_	23	4	0	10	2	10	1819	14:57:01
4_	23	4	1	11	11	11	2275	14:57:01
4_	23	4	0	12	2	12	2246	14:57:01
4_	23	4	0	13	8	13	1050	14:57:01
4_	23	4	0	14	5	14	1858	14:57:01
4_	23	4	0	15	7	15	2076	14:57:01
4_	23	4	0	16	15	16	2095	14:57:01
4_	23	4	0	17	7	17	1172	14:57:01
4_	23	4	0	18	12	18	1304	14:57:01
4_	26	4	1	1	1	1	4648	15:24:21
4_	26	4	1	2	2	2	2383	15:24:21
4_	26	4	1	3	3	3	2771	15:24:21
4_	26	4	1	4	4	4	2411	15:24:21
4_	26	4	1	5	5	5	3909	15:24:21
4_	26	4	1	6	6	6	6193	15:24:21
4_	26	4	0	7	18	7	4795	15:24:21
4_	26	4	1	8	8	8	2130	15:24:21
4_	26	4	0	9	16	9	6433	15:24:21
4_	26	4	0	10	6	10	9594	15:24:21
4_	26	4	1	11	11	11	2389	15:24:21
4_	26	4	1	12	12	12	2333	15:24:21
4_	26	4	1	13	13	13	3722	15:24:21
4_	26	4	1	14	14	14	3701	15:24:21
4_	26	4	1	15	15	15	1711	15:24:21
4_	26	4	1	16	16	16	3314	15:24:21
4_	26	4	1	17	17	17	1015	15:24:21
4_	26	4	0	18	7	18	6489	15:24:21
