Condition	Subject	Session	Correct	Response	CorrectAns	RT	TestIndex
1_80per	6	1	0	6	18	14778	1
1_80per	6	1	1	3	3	9139	2
1_80per	6	1	1	17	17	6708	3
1_80per	6	1	0	2	16	1721	4
1_80per	6	1	0	15	9	5834	5
1_80per	6	1	1	5	5	4491	6
1_80per	6	1	1	10	10	3853	7
1_80per	6	1	1	12	12	1784	8
1_80per	6	1	1	13	13	4033	9
1_80per	6	1	0	16	1	4356	10
1_80per	6	1	0	16	6	3908	11
1_80per	6	1	1	4	4	2306	12
1_80per	6	1	1	14	14	2012	13
1_80per	6	1	0	18	2	4101	14
1_80per	6	1	1	8	8	1608	15
1_80per	6	1	0	9	15	5608	16
1_80per	6	1	1	11	11	2875	17
1_80per	6	1	1	7	7	1786	18
1_80per	7	1	0	12	3	1674	1
1_80per	7	1	0	17	10	2361	2
1_80per	7	1	0	10	4	2556	3
1_80per	7	1	0	8	5	5273	4
1_80per	7	1	0	2	7	4104	5
1_80per	7	1	0	7	17	2045	6
1_80per	7	1	0	2	13	6531	7
1_80per	7	1	0	12	1	3201	8
1_80per	7	1	0	16	18	3552	9
1_80per	7	1	0	17	6	5013	10
1_80per	7	1	0	18	9	4136	11
1_80per	7	1	0	6	14	2910	12
1_80per	7	1	0	14	2	4205	13
1_80per	7	1	0	7	11	2144	14
1_80per	7	1	1	8	8	3080	15
1_80per	7	1	0	17	12	2980	16
1_80per	7	1	0	1	16	5827	17
1_80per	7	1	0	7	15	5377	18
1_80per	8	1	0	6	15	7139	1
1_80per	8	1	0	1	11	6291	2
1_80per	8	1	0	14	16	1424	3
1_80per	8	1	0	5	12	2871	4
1_80per	8	1	1	4	4	1159	5
1_80per	8	1	0	10	17	3754	6
1_80per	8	1	0	11	6	1439	7
1_80per	8	1	0	17	2	2305	8
1_80per	8	1	0	18	9	1719	9
1_80per	8	1	0	8	3	2032	10
1_80per	8	1	0	11	18	1476	11
1_80per	8	1	0	3	8	1427	12
1_80per	8	1	1	7	7	1305	13
1_80per	8	1	0	16	1	2443	14
1_80per	8	1	0	5	13	2368	15
1_80per	8	1	0	1	14	1002	16
1_80per	8	1	0	9	5	771	17
1_80per	8	1	0	17	10	645	18
1_80per	9	1	0	11	6	4587	1
1_80per	9	1	0	18	11	3109	2
1_80per	9	1	0	8	15	1715	3
1_80per	9	1	1	17	17	4483	4
1_80per	9	1	0	4	2	2166	5
1_80per	9	1	0	12	14	1545	6
1_80per	9	1	0	6	8	2723	7
1_80per	9	1	0	17	1	2803	8
1_80per	9	1	0	2	3	3241	9
1_80per	9	1	0	14	5	2477	10
1_80per	9	1	0	15	7	1178	11
1_80per	9	1	0	3	18	3479	12
1_80per	9	1	0	1	4	2756	13
1_80per	9	1	0	7	13	2401	14
1_80per	9	1	0	13	10	2015	15
1_80per	9	1	0	11	9	1945	16
1_80per	9	1	0	9	16	3554	17
1_80per	9	1	0	5	12	2479	18
1_80per	10	1	0	1	3	6576	1
1_80per	10	1	0	11	4	4153	2
1_80per	10	1	0	15	11	11014	3
1_80per	10	1	0	3	15	2042	4
1_80per	10	1	0	17	1	4992	5
1_80per	10	1	0	15	6	8155	6
1_80per	10	1	0	6	8	6407	7
1_80per	10	1	0	2	18	5272	8
1_80per	10	1	1	13	13	1769	9
1_80per	10	1	0	16	10	15363	10
1_80per	10	1	0	5	2	6556	11
1_80per	10	1	0	6	12	8176	12
1_80per	10	1	0	2	9	11791	13
1_80per	10	1	0	9	14	10814	14
1_80per	10	1	0	12	5	1322	15
1_80per	10	1	0	8	7	3403	16
1_80per	10	1	0	15	17	4713	17
1_80per	10	1	0	14	16	4594	18
1_80per	11	1	0	15	2	3576	1
1_80per	11	1	0	7	15	5228	2
1_80per	11	1	0	18	9	1763	3
1_80per	11	1	0	14	4	2332	4
1_80per	11	1	0	17	14	2117	5
1_80per	11	1	1	12	12	1267	6
1_80per	11	1	0	16	10	2283	7
1_80per	11	1	0	3	16	2730	8
1_80per	11	1	0	11	18	1454	9
1_80per	11	1	1	13	13	1570	10
1_80per	11	1	0	4	17	1725	11
1_80per	11	1	0	8	7	1930	12
1_80per	11	1	0	10	5	1594	13
1_80per	11	1	0	5	6	2637	14
1_80per	11	1	0	2	1	1021	15
1_80per	11	1	0	1	8	1657	16
1_80per	11	1	0	12	3	1799	17
1_80per	11	1	0	18	11	865	18
1_80per	12	1	0	3	2	3624	1
1_80per	12	1	0	2	4	1527	2
1_80per	12	1	0	1	10	2284	3
1_80per	12	1	1	11	11	4367	4
1_80per	12	1	0	4	8	2577	5
1_80per	12	1	0	16	9	4103	6
1_80per	12	1	0	3	7	1588	7
1_80per	12	1	0	10	6	5053	8
1_80per	12	1	0	8	15	2893	9
1_80per	12	1	1	17	17	1190	10
1_80per	12	1	0	5	12	1646	11
1_80per	12	1	0	12	13	1583	12
1_80per	12	1	0	3	5	2201	13
1_80per	12	1	0	6	3	3928	14
1_80per	12	1	0	9	16	5142	15
1_80per	12	1	0	4	18	3733	16
1_80per	12	1	1	1	1	3730	17
1_80per	12	1	0	13	14	1797	18
1_80per	13	1	1	1	1	1900	1
1_80per	13	1	1	13	13	2785	2
1_80per	13	1	1	9	9	2571	3
1_80per	13	1	0	8	5	1880	4
1_80per	13	1	0	18	8	4868	5
1_80per	13	1	0	2	11	7189	6
1_80per	13	1	0	6	16	2830	7
1_80per	13	1	0	1	18	5937	8
1_80per	13	1	0	11	3	5723	9
1_80per	13	1	0	16	6	1504	10
1_80per	13	1	0	1	12	3252	11
1_80per	13	1	0	15	14	3155	12
1_80per	13	1	0	4	17	2617	13
1_80per	13	1	1	7	7	1646	14
1_80per	13	1	0	16	15	3304	15
1_80per	13	1	0	7	10	8676	16
1_80per	13	1	0	11	4	2146	17
1_80per	13	1	0	9	2	4821	18
1_80per	14	4	0	16	6	3141	1
1_80per	14	4	0	12	10	2702	2
1_80per	14	4	0	3	16	1572	3
1_80per	14	4	0	9	14	3439	4
1_80per	14	4	1	13	13	2266	5
1_80per	14	4	0	8	12	2225	6
1_80per	14	4	0	11	18	3549	7
1_80per	14	4	0	14	4	2061	8
1_80per	14	4	0	5	15	2905	9
1_80per	14	4	0	15	1	2511	10
1_80per	14	4	0	6	9	3034	11
1_80per	14	4	0	12	7	4013	12
1_80per	14	4	0	10	17	1944	13
1_80per	14	4	0	7	8	1838	14
1_80per	14	4	0	4	5	2346	15
1_80per	14	4	1	2	2	3760	16
1_80per	14	4	0	1	3	2602	17
1_80per	14	4	0	1	11	3441	18
1_80per	15	4	0	12	13	1040	1
1_80per	15	4	0	10	11	782	2
1_80per	15	4	0	14	8	720	3
1_80per	15	4	0	18	1	1367	4
1_80per	15	4	0	10	9	927	5
1_80per	15	4	0	15	5	901	6
1_80per	15	4	0	11	17	1696	7
1_80per	15	4	0	14	12	2881	8
1_80per	15	4	0	3	2	1262	9
1_80per	15	4	0	15	14	1808	10
1_80per	15	4	0	17	10	1044	11
1_80per	15	4	0	13	15	3035	12
1_80per	15	4	0	6	4	1323	13
1_80per	15	4	0	17	18	1324	14
1_80per	15	4	0	2	7	843	15
1_80per	15	4	0	8	6	1168	16
1_80per	15	4	0	5	3	800	17
1_80per	15	4	0	5	16	4439	18
1_80per	16	4	0	7	8	1163	1
1_80per	16	4	0	1	17	1191	2
1_80per	16	4	0	14	3	811	3
1_80per	16	4	0	18	15	1512	4
1_80per	16	4	0	6	5	1369	5
1_80per	16	4	0	8	13	1386	6
1_80per	16	4	0	11	1	2380	7
1_80per	16	4	0	15	6	3074	8
1_80per	16	4	0	4	10	1642	9
1_80per	16	4	0	17	11	2026	10
1_80per	16	4	0	2	4	2923	11
1_80per	16	4	0	5	2	1718	12
1_80per	16	4	0	9	14	1783	13
1_80per	16	4	0	3	16	1449	14
1_80per	16	4	0	10	7	1311	15
1_80per	16	4	0	8	9	1901	16
1_80per	16	4	0	5	18	1666	17
1_80per	16	4	1	12	12	1249	18
1_80per	17	4	0	17	9	2524	1
1_80per	17	4	0	15	17	1679	2
1_80per	17	4	0	11	2	2251	3
1_80per	17	4	0	10	6	4641	4
1_80per	17	4	0	13	3	1648	5
1_80per	17	4	0	4	13	1561	6
1_80per	17	4	0	7	10	1667	7
1_80per	17	4	0	14	12	3489	8
1_80per	17	4	0	2	14	1754	9
1_80per	17	4	0	12	4	1296	10
1_80per	17	4	1	16	16	1522	11
1_80per	17	4	0	1	8	2267	12
1_80per	17	4	0	6	5	1409	13
1_80per	17	4	0	3	1	3132	14
1_80per	17	4	0	8	15	1096	15
1_80per	17	4	0	5	11	1209	16
1_80per	17	4	0	8	18	2141	17
1_80per	17	4	0	18	7	5590	18
1_80per	18	4	0	6	9	2049	1
1_80per	18	4	1	1	1	1833	2
1_80per	18	4	0	10	5	2843	3
1_80per	18	4	0	9	10	7587	4
1_80per	18	4	0	16	6	1925	5
1_80per	18	4	0	5	17	2733	6
1_80per	18	4	1	13	13	1869	7
1_80per	18	4	0	7	16	1640	8
1_80per	18	4	0	2	11	5259	9
1_80per	18	4	1	18	18	2158	10
1_80per	18	4	1	4	4	7403	11
1_80per	18	4	1	12	12	1765	12
1_80per	18	4	0	11	2	3826	13
1_80per	18	4	1	15	15	7187	14
1_80per	18	4	1	3	3	1828	15
1_80per	18	4	0	8	7	2155	16
1_80per	18	4	1	14	14	6663	17
1_80per	18	4	0	4	8	11131	18
1_80per	19	4	0	15	12	8581	1
1_80per	19	4	0	12	10	2084	2
1_80per	19	4	0	1	3	5255	3
1_80per	19	4	0	5	11	4170	4
1_80per	19	4	0	8	2	2169	5
1_80per	19	4	0	2	5	7379	6
1_80per	19	4	0	16	18	2591	7
1_80per	19	4	1	7	7	2688	8
1_80per	19	4	1	4	4	1323	9
1_80per	19	4	0	14	8	9164	10
1_80per	19	4	0	10	6	2389	11
1_80per	19	4	0	13	15	7781	12
1_80per	19	4	0	3	14	3820	13
1_80per	19	4	0	8	16	5690	14
1_80per	19	4	1	13	13	2651	15
1_80per	19	4	0	15	9	2848	16
1_80per	19	4	0	15	1	6321	17
1_80per	19	4	0	9	17	6306	18
1_80per	20	4	0	8	16	1153	1
1_80per	20	4	0	18	12	1407	2
1_80per	20	4	0	7	1	1030	3
1_80per	20	4	0	2	6	2413	4
1_80per	20	4	0	1	18	1094	5
1_80per	20	4	0	12	4	1176	6
1_80per	20	4	0	7	10	1397	7
1_80per	20	4	1	7	7	1236	8
1_80per	20	4	0	1	14	1208	9
1_80per	20	4	0	10	2	1138	10
1_80per	20	4	0	14	13	1308	11
1_80per	20	4	0	17	3	1191	12
1_80per	20	4	0	5	15	1347	13
1_80per	20	4	0	11	8	1295	14
1_80per	20	4	0	18	17	1248	15
1_80per	20	4	0	6	5	1585	16
1_80per	20	4	0	7	11	1051	17
1_80per	20	4	0	7	9	1021	18
1_80per	21	1	0	8	3	4152	1
1_80per	21	1	0	5	4	10996	2
1_80per	21	1	0	11	18	5481	3
1_80per	21	1	1	10	10	1950	4
1_80per	21	1	1	12	12	2308	5
1_80per	21	1	1	11	11	4488	6
1_80per	21	1	1	17	17	8343	7
1_80per	21	1	0	2	9	2458	8
1_80per	21	1	0	2	8	6430	9
1_80per	21	1	1	7	7	2056	10
1_80per	21	1	0	4	5	5725	11
1_80per	21	1	0	15	2	3513	12
1_80per	21	1	0	6	15	1849	13
1_80per	21	1	0	4	16	2915	14
1_80per	21	1	0	3	6	4747	15
1_80per	21	1	0	16	1	6599	16
1_80per	21	1	1	14	14	1774	17
1_80per	21	1	0	5	13	3588	18
1_80per	22	1	0	2	16	2049	1
1_80per	22	1	0	5	18	1973	2
1_80per	22	1	0	8	6	2019	3
1_80per	22	1	1	4	4	1491	4
1_80per	22	1	1	1	1	1890	5
1_80per	22	1	0	18	11	2111	6
1_80per	22	1	0	16	14	2784	7
1_80per	22	1	0	6	8	3314	8
1_80per	22	1	1	13	13	1972	9
1_80per	22	1	0	9	12	1937	10
1_80per	22	1	0	6	5	1482	11
1_80per	22	1	0	12	2	2662	12
1_80per	22	1	0	3	17	1465	13
1_80per	22	1	0	7	9	1890	14
1_80per	22	1	0	4	15	2258	15
1_80per	22	1	0	8	7	2622	16
1_80per	22	1	0	11	3	3428	17
1_80per	22	1	0	14	10	4162	18
1_80per	23	1	0	7	15	9235	1
1_80per	23	1	0	9	3	10366	2
1_80per	23	1	0	15	16	9576	3
1_80per	23	1	0	8	9	2677	4
1_80per	23	1	0	2	8	6016	5
1_80per	23	1	0	3	17	4541	6
1_80per	23	1	1	12	12	1212	7
1_80per	23	1	1	4	4	10836	8
1_80per	23	1	1	13	13	1690	9
1_80per	23	1	0	6	11	3259	10
1_80per	23	1	0	18	2	7486	11
1_80per	23	1	1	5	5	2081	12
1_80per	23	1	0	11	18	14832	13
1_80per	23	1	1	10	10	3514	14
1_80per	23	1	0	16	6	5108	15
1_80per	23	1	1	1	1	14057	16
1_80per	23	1	1	7	7	4416	17
1_80per	23	1	1	14	14	3029	18
1_80per	25	4	0	14	2	1489	1
1_80per	25	4	1	17	17	2219	2
1_80per	25	4	1	15	15	2179	3
1_80per	25	4	0	2	1	2159	4
1_80per	25	4	1	4	4	2124	5
1_80per	25	4	0	5	11	2189	6
1_80per	25	4	0	3	10	1935	7
1_80per	25	4	0	16	8	1728	8
1_80per	25	4	0	8	5	2533	9
1_80per	25	4	0	6	18	2172	10
1_80per	25	4	0	10	16	1987	11
1_80per	25	4	0	15	6	1870	12
1_80per	25	4	0	12	14	1540	13
1_80per	25	4	0	1	12	2109	14
1_80per	25	4	0	7	3	3210	15
1_80per	25	4	0	11	9	4660	16
1_80per	25	4	0	9	7	1951	17
1_80per	25	4	0	5	13	2860	18
1_80per	26	1	0	18	3	5695	1
1_80per	26	1	0	1	17	1951	2
1_80per	26	1	0	14	12	2120	3
1_80per	26	1	0	9	15	3350	4
1_80per	26	1	0	8	4	2580	5
1_80per	26	1	0	15	18	2769	6
1_80per	26	1	0	10	13	5027	7
1_80per	26	1	0	18	14	4798	8
1_80per	26	1	1	7	7	2763	9
1_80per	26	1	0	5	11	2451	10
1_80per	26	1	0	12	10	1865	11
1_80per	26	1	1	6	6	2043	12
1_80per	26	1	0	4	5	2113	13
1_80per	26	1	0	3	1	3001	14
1_80per	26	1	0	13	2	5210	15
1_80per	26	1	0	17	9	2587	16
1_80per	26	1	0	11	16	3580	17
1_80per	26	1	0	2	8	4428	18
1_80per	27	4	1	8	8	2440	1
1_80per	27	4	0	1	9	2116	2
1_80per	27	4	1	18	18	8181	3
1_80per	27	4	0	10	7	3057	4
1_80per	27	4	1	6	6	1628	5
1_80per	27	4	1	2	2	2037	6
1_80per	27	4	1	15	15	7039	7
1_80per	27	4	1	16	16	1581	8
1_80per	27	4	0	7	1	7256	9
1_80per	27	4	1	3	3	5060	10
1_80per	27	4	0	7	17	6239	11
1_80per	27	4	1	14	14	4841	12
1_80per	27	4	0	8	5	9876	13
1_80per	27	4	1	13	13	1635	14
1_80per	27	4	1	11	11	1768	15
1_80per	27	4	1	4	4	1456	16
1_80per	27	4	0	9	10	13151	17
1_80per	27	4	1	12	12	1268	18
1_80per	28	1	1	3	3	3879	1
1_80per	28	1	0	16	6	2203	2
1_80per	28	1	0	14	10	3410	3
1_80per	28	1	1	1	1	3341	4
1_80per	28	1	0	7	2	2429	5
1_80per	28	1	0	6	5	2344	6
1_80per	28	1	0	8	14	1850	7
1_80per	28	1	0	10	13	4218	8
1_80per	28	1	0	11	9	1688	9
1_80per	28	1	0	15	18	2365	10
1_80per	28	1	1	12	12	1403	11
1_80per	28	1	0	2	7	2112	12
1_80per	28	1	0	13	8	1394	13
1_80per	28	1	0	17	15	3608	14
1_80per	28	1	0	18	11	2118	15
1_80per	28	1	0	6	4	4055	16
1_80per	28	1	0	14	17	3638	17
1_80per	28	1	0	1	16	5146	18
1_80per	29	4	1	13	13	2591	1
1_80per	29	4	0	7	5	4164	2
1_80per	29	4	0	3	4	3907	3
1_80per	29	4	0	10	9	4518	4
1_80per	29	4	0	14	10	2204	5
1_80per	29	4	0	6	16	6749	6
1_80per	29	4	0	8	3	5682	7
1_80per	29	4	0	10	12	5079	8
1_80per	29	4	0	15	7	6722	9
1_80per	29	4	0	11	14	2538	10
1_80per	29	4	0	1	17	1235	11
1_80per	29	4	0	17	6	3407	12
1_80per	29	4	0	4	15	5082	13
1_80per	29	4	1	1	1	3150	14
1_80per	29	4	0	15	18	5899	15
1_80per	29	4	0	5	8	6603	16
1_80per	29	4	0	17	2	2745	17
1_80per	29	4	0	3	11	8003	18
1_80per	30	4	0	14	9	1851	1
1_80per	30	4	0	7	4	2292	2
1_80per	30	4	0	2	1	9029	3
1_80per	30	4	0	10	15	2203	4
1_80per	30	4	1	12	12	1578	5
1_80per	30	4	0	13	2	2327	6
1_80per	30	4	0	16	8	1596	7
1_80per	30	4	0	15	14	2002	8
1_80per	30	4	0	3	11	2656	9
1_80per	30	4	0	7	17	1756	10
1_80per	30	4	0	4	5	1154	11
1_80per	30	4	0	1	18	6152	12
1_80per	30	4	0	7	10	4004	13
1_80per	30	4	0	13	16	2218	14
1_80per	30	4	0	9	13	3298	15
1_80per	30	4	0	11	6	3522	16
1_80per	30	4	0	15	3	2531	17
1_80per	30	4	0	17	7	720	18
1_80per	31	4	1	2	2	6828	1
1_80per	31	4	0	7	17	7171	2
1_80per	31	4	1	11	11	2464	3
1_80per	31	4	0	6	14	6872	4
1_80per	31	4	1	7	7	2159	5
1_80per	31	4	0	13	1	4832	6
1_80per	31	4	0	8	15	2404	7
1_80per	31	4	0	15	6	6289	8
1_80per	31	4	0	14	10	2280	9
1_80per	31	4	0	9	18	4479	10
1_80per	31	4	0	9	13	2900	11
1_80per	31	4	0	18	16	2530	12
1_80per	31	4	1	8	8	4024	13
1_80per	31	4	0	4	5	4298	14
1_80per	31	4	0	10	9	2454	15
1_80per	31	4	0	17	3	3149	16
1_80per	31	4	1	12	12	2736	17
1_80per	31	4	0	5	4	5865	18
2_12-100per_6-50per	6	2	1	8	8	3322	1
2_12-100per_6-50per	6	2	1	13	13	1625	2
2_12-100per_6-50per	6	2	0	16	17	6448	3
2_12-100per_6-50per	6	2	0	14	16	5927	4
2_12-100per_6-50per	6	2	1	6	6	3580	5
2_12-100per_6-50per	6	2	0	10	14	2773	6
2_12-100per_6-50per	6	2	1	5	5	1687	7
2_12-100per_6-50per	6	2	0	15	10	4581	8
2_12-100per_6-50per	6	2	0	18	4	2996	9
2_12-100per_6-50per	6	2	0	10	15	6506	10
2_12-100per_6-50per	6	2	0	11	2	4412	11
2_12-100per_6-50per	6	2	0	17	9	2488	12
2_12-100per_6-50per	6	2	0	18	11	3833	13
2_12-100per_6-50per	6	2	0	4	18	3590	14
2_12-100per_6-50per	6	2	1	3	3	3319	15
2_12-100per_6-50per	6	2	1	1	1	2335	16
2_12-100per_6-50per	6	2	0	14	12	4996	17
2_12-100per_6-50per	6	2	1	7	7	1519	18
2_12-100per_6-50per	7	2	0	14	17	6160	1
2_12-100per_6-50per	7	2	0	5	15	2939	2
2_12-100per_6-50per	7	2	0	17	13	3923	3
2_12-100per_6-50per	7	2	0	16	2	7021	4
2_12-100per_6-50per	7	2	0	12	7	6707	5
2_12-100per_6-50per	7	2	0	2	11	3310	6
2_12-100per_6-50per	7	2	0	11	9	4778	7
2_12-100per_6-50per	7	2	0	4	6	5401	8
2_12-100per_6-50per	7	2	1	5	5	3192	9
2_12-100per_6-50per	7	2	0	8	16	3626	10
2_12-100per_6-50per	7	2	0	18	14	3944	11
2_12-100per_6-50per	7	2	1	1	1	4542	12
2_12-100per_6-50per	7	2	0	7	8	2170	13
2_12-100per_6-50per	7	2	1	12	12	1660	14
2_12-100per_6-50per	7	2	0	13	4	2919	15
2_12-100per_6-50per	7	2	1	3	3	2648	16
2_12-100per_6-50per	7	2	0	10	18	2679	17
2_12-100per_6-50per	7	2	0	13	10	4092	18
2_12-100per_6-50per	8	2	0	5	6	1950	1
2_12-100per_6-50per	8	2	0	14	12	1179	2
2_12-100per_6-50per	8	2	0	10	16	1402	3
2_12-100per_6-50per	8	2	0	2	11	1649	4
2_12-100per_6-50per	8	2	0	14	10	1319	5
2_12-100per_6-50per	8	2	0	12	5	997	6
2_12-100per_6-50per	8	2	0	15	13	1063	7
2_12-100per_6-50per	8	2	0	1	15	6468	8
2_12-100per_6-50per	8	2	0	13	9	1219	9
2_12-100per_6-50per	8	2	0	9	8	781	10
2_12-100per_6-50per	8	2	0	11	4	1065	11
2_12-100per_6-50per	8	2	0	14	1	1400	12
2_12-100per_6-50per	8	2	0	10	14	739	13
2_12-100per_6-50per	8	2	1	18	18	1671	14
2_12-100per_6-50per	8	2	0	16	7	907	15
2_12-100per_6-50per	8	2	0	10	2	1002	16
2_12-100per_6-50per	8	2	0	11	17	520	17
2_12-100per_6-50per	8	2	1	3	3	1979	18
2_12-100per_6-50per	9	2	0	18	11	9473	1
2_12-100per_6-50per	9	2	0	1	5	6787	2
2_12-100per_6-50per	9	2	0	1	14	3890	3
2_12-100per_6-50per	9	2	1	3	3	1847	4
2_12-100per_6-50per	9	2	0	14	6	4049	5
2_12-100per_6-50per	9	2	1	12	12	1660	6
2_12-100per_6-50per	9	2	0	15	10	6042	7
2_12-100per_6-50per	9	2	0	10	2	6241	8
2_12-100per_6-50per	9	2	1	4	4	2300	9
2_12-100per_6-50per	9	2	0	2	8	6928	10
2_12-100per_6-50per	9	2	1	7	7	5894	11
2_12-100per_6-50per	9	2	0	6	17	3125	12
2_12-100per_6-50per	9	2	1	9	9	2062	13
2_12-100per_6-50per	9	2	0	17	15	14845	14
2_12-100per_6-50per	9	2	0	8	13	3980	15
2_12-100per_6-50per	9	2	0	16	1	6730	16
2_12-100per_6-50per	9	2	0	10	18	10128	17
2_12-100per_6-50per	9	2	0	8	16	7633	18
2_12-100per_6-50per	10	2	0	5	8	10199	1
2_12-100per_6-50per	10	2	0	18	3	10081	2
2_12-100per_6-50per	10	2	0	1	17	4784	3
2_12-100per_6-50per	10	2	0	6	9	3235	4
2_12-100per_6-50per	10	2	0	10	13	4869	5
2_12-100per_6-50per	10	2	0	9	5	7038	6
2_12-100per_6-50per	10	2	0	12	1	4328	7
2_12-100per_6-50per	10	2	0	14	16	3499	8
2_12-100per_6-50per	10	2	0	6	11	4429	9
2_12-100per_6-50per	10	2	1	4	4	4579	10
2_12-100per_6-50per	10	2	0	8	10	4304	11
2_12-100per_6-50per	10	2	0	2	14	4853	12
2_12-100per_6-50per	10	2	0	1	18	4789	13
2_12-100per_6-50per	10	2	0	3	12	4295	14
2_12-100per_6-50per	10	2	0	17	2	1880	15
2_12-100per_6-50per	10	2	1	7	7	1467	16
2_12-100per_6-50per	10	2	0	12	15	7604	17
2_12-100per_6-50per	10	2	0	16	6	3760	18
2_12-100per_6-50per	11	2	0	5	13	2266	1
2_12-100per_6-50per	11	2	0	4	10	1859	2
2_12-100per_6-50per	11	2	0	17	7	2255	3
2_12-100per_6-50per	11	2	0	3	6	5378	4
2_12-100per_6-50per	11	2	1	1	1	1858	5
2_12-100per_6-50per	11	2	0	18	4	4435	6
2_12-100per_6-50per	11	2	0	8	17	3207	7
2_12-100per_6-50per	11	2	0	14	16	2352	8
2_12-100per_6-50per	11	2	1	9	9	3238	9
2_12-100per_6-50per	11	2	0	13	11	3563	10
2_12-100per_6-50per	11	2	0	6	5	1697	11
2_12-100per_6-50per	11	2	0	11	14	1900	12
2_12-100per_6-50per	11	2	0	15	8	3691	13
2_12-100per_6-50per	11	2	0	15	2	4108	14
2_12-100per_6-50per	11	2	0	2	12	1650	15
2_12-100per_6-50per	11	2	0	12	15	1584	16
2_12-100per_6-50per	11	2	0	15	18	2245	17
2_12-100per_6-50per	11	2	0	14	3	2103	18
2_12-100per_6-50per	12	2	1	8	8	2406	1
2_12-100per_6-50per	12	2	1	9	9	3025	2
2_12-100per_6-50per	12	2	0	13	11	1751	3
2_12-100per_6-50per	12	2	0	16	3	4327	4
2_12-100per_6-50per	12	2	0	3	6	1408	5
2_12-100per_6-50per	12	2	0	6	5	2742	6
2_12-100per_6-50per	12	2	0	1	10	2767	7
2_12-100per_6-50per	12	2	0	5	12	3040	8
2_12-100per_6-50per	12	2	0	10	14	1459	9
2_12-100per_6-50per	12	2	0	18	17	3280	10
2_12-100per_6-50per	12	2	0	2	13	2538	11
2_12-100per_6-50per	12	2	1	7	7	9012	12
2_12-100per_6-50per	12	2	0	4	2	2214	13
2_12-100per_6-50per	12	2	0	17	15	1816	14
2_12-100per_6-50per	12	2	0	2	4	4620	15
2_12-100per_6-50per	12	2	0	11	16	1674	16
2_12-100per_6-50per	12	2	0	14	1	6290	17
2_12-100per_6-50per	12	2	0	11	18	3826	18
2_12-100per_6-50per	13	2	0	5	3	2476	1
2_12-100per_6-50per	13	2	1	15	15	1749	2
2_12-100per_6-50per	13	2	0	8	9	3412	3
2_12-100per_6-50per	13	2	0	9	6	2172	4
2_12-100per_6-50per	13	2	0	2	18	2091	5
2_12-100per_6-50per	13	2	0	6	14	3699	6
2_12-100per_6-50per	13	2	0	10	17	2379	7
2_12-100per_6-50per	13	2	0	14	10	1209	8
2_12-100per_6-50per	13	2	1	7	7	5820	9
2_12-100per_6-50per	13	2	0	18	11	2635	10
2_12-100per_6-50per	13	2	0	4	12	3679	11
2_12-100per_6-50per	13	2	0	6	8	2915	12
2_12-100per_6-50per	13	2	0	3	5	2955	13
2_12-100per_6-50per	13	2	0	12	13	1521	14
2_12-100per_6-50per	13	2	0	13	4	2930	15
2_12-100per_6-50per	13	2	0	17	16	5230	16
2_12-100per_6-50per	13	2	1	1	1	2419	17
2_12-100per_6-50per	13	2	0	10	2	4608	18
2_12-100per_6-50per	14	3	0	1	5	3098	1
2_12-100per_6-50per	14	3	0	3	15	2842	2
2_12-100per_6-50per	14	3	0	12	2	1912	3
2_12-100per_6-50per	14	3	0	15	7	1969	4
2_12-100per_6-50per	14	3	0	11	18	2529	5
2_12-100per_6-50per	14	3	0	5	1	3208	6
2_12-100per_6-50per	14	3	1	8	8	3146	7
2_12-100per_6-50per	14	3	0	17	9	3676	8
2_12-100per_6-50per	14	3	0	7	12	2820	9
2_12-100per_6-50per	14	3	0	17	13	2202	10
2_12-100per_6-50per	14	3	0	18	4	2674	11
2_12-100per_6-50per	14	3	0	5	6	3407	12
2_12-100per_6-50per	14	3	0	9	11	2260	13
2_12-100per_6-50per	14	3	0	6	10	3375	14
2_12-100per_6-50per	14	3	0	3	14	4509	15
2_12-100per_6-50per	14	3	0	12	16	1880	16
2_12-100per_6-50per	14	3	0	2	17	3319	17
2_12-100per_6-50per	14	3	0	8	3	3846	18
2_12-100per_6-50per	15	3	0	5	12	1459	1
2_12-100per_6-50per	15	3	0	8	15	628	2
2_12-100per_6-50per	15	3	0	4	8	799	3
2_12-100per_6-50per	15	3	0	2	4	832	4
2_12-100per_6-50per	15	3	0	15	17	743	5
2_12-100per_6-50per	15	3	0	18	2	550	6
2_12-100per_6-50per	15	3	0	8	14	885	7
2_12-100per_6-50per	15	3	0	14	5	661	8
2_12-100per_6-50per	15	3	0	11	13	652	9
2_12-100per_6-50per	15	3	0	13	3	786	10
2_12-100per_6-50per	15	3	0	1	6	1236	11
2_12-100per_6-50per	15	3	0	4	10	1968	12
2_12-100per_6-50per	15	3	0	18	11	1337	13
2_12-100per_6-50per	15	3	0	5	16	1242	14
2_12-100per_6-50per	15	3	0	9	1	2547	15
2_12-100per_6-50per	15	3	0	3	18	977	16
2_12-100per_6-50per	15	3	0	17	7	2302	17
2_12-100per_6-50per	15	3	0	2	9	1354	18
2_12-100per_6-50per	16	3	0	18	14	1140	1
2_12-100per_6-50per	16	3	0	2	11	1491	2
2_12-100per_6-50per	16	3	0	12	13	1813	3
2_12-100per_6-50per	16	3	0	4	18	1020	4
